r_name,b_name,event,date,month,year,gender,city,state,country,referee,winner,finish,finishdetails,finishround,titlebout,weightclass,numberofrounds,emptyarena,heightdif,agedif,reachdif,r_odds,r_age,r_age_range,r_stance,b_odds,b_age,b_age_range,b_stance,r_avgkd,r_avgsigstratt,r_avgsigstrlanded,r_avgtdatt,r_avgtdlanded,r_avgsubatt,r_avgctrltime(seconds),b_avgkd,b_avgsigstratt,b_avgsigstrlanded,b_avgtdatt,b_avgtdlanded,b_avgsubatt,b_avgctrltime(seconds),r_undefeated,b_undefeated,r_wc_ranked,r_pfp_ranked,b_wc_ranked,b_pfp_ranked,r_champion,b_champion
Matt Hamill,Roger Hollett,UFC 152: Jones vs Belfort,2012-09-22,9,2012,MALE,Toronto,Ontario,Canada,Dan Miragliotta,Red,U-DEC,,3,False,Light Heavyweight,3,False,5.08,2,15.24,-340,35,31-35,Orthodox,310,33,31-35,Orthodox,0.015625,70.13330078125,25.457275390625,8.26708984375,0.521484375,0.0,54.822509765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Michael Bisping,Brian Stann,UFC 152: Jones vs Belfort,2012-09-22,9,2012,MALE,Toronto,Ontario,Canada,Josh Rosenthal,Red,U-DEC,,3,False,Middleweight,3,False,0.0,2,2.54,-200,33,31-35,Orthodox,185,31,31-35,Orthodox,0.12554931640625,133.7734375,57.51220703125,2.989013671875,0.98114013671875,0.0079345703125,185.37890625,0.9375,37.9609375,19.15625,0.02734375,0.0,0.125,73.94140625,False,False,False,False,False,False,False,False
Mitch Gagnon,Walel Watson,UFC 152: Jones vs Belfort,2012-09-22,9,2012,MALE,Toronto,Ontario,Canada,Josh Rosenthal,Red,SUB,Rear Naked Choke,1,False,Bantamweight,3,False,-15.24,-1,-10.16,164,27,26-30,Southpaw,-174,28,26-30,Orthodox,0.0,65.0,27.0,5.0,1.0,0.0,200.0,0.5,64.25,19.5,0.25,0.0,1.0,20.0,False,False,False,False,False,False,False,False
Sean Pierson,Lance Benoist,UFC 152: Jones vs Belfort,2012-09-22,9,2012,MALE,Toronto,Ontario,Canada,Josh Rosenthal,Red,U-DEC,,3,False,Welterweight,3,False,2.54,12,7.62,200,36,36-40,Southpaw,-220,24,21-25,Southpaw,0.125,118.125,42.875,1.875,0.625,0.625,179.5,0.0,65.0,37.0,5.0,2.0,0.0,342.0,False,False,False,False,False,False,False,False
Seth Baczynski,Simeon Thoresen,UFC 152: Jones vs Belfort,2012-09-22,9,2012,MALE,Toronto,Ontario,Canada,John McCarthy,Red,KO/TKO,Punch,1,False,Welterweight,3,False,5.08,2,-12.7,-115,30,26-30,Orthodox,105,28,26-30,Orthodox,0.125,66.125,24.625,4.25,0.75,0.75,186.5,0.0,67.0,37.0,4.0,1.0,3.0,208.0,False,True,False,False,False,False,False,False
TJ Grant,Evan Dunham,UFC 152: Jones vs Belfort,2012-09-22,9,2012,MALE,Toronto,Ontario,Canada,Dan Miragliotta,Red,U-DEC,,3,False,Lightweight,3,False,0.0,-2,5.08,115,28,26-30,Orthodox,-125,30,26-30,Southpaw,0.015625,81.84375,44.78125,4.6484375,2.296875,1.3125,326.984375,0.015625,152.75,63.7109375,2.0078125,1.2734375,1.2421875,178.59375,False,False,False,False,False,False,False,False
Andy Ogle,Akira Corassani,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Marc Goddard,Blue,S-DEC,,3,False,Featherweight,3,False,0.0,-7,2.54,-155,23,21-25,Orthodox,145,30,26-30,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Brad Pickett,Yves Jabouin,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Leon Roberts,Red,KO/TKO,Punch,1,False,Bantamweight,3,False,-2.54,1,0.0,-156,34,31-35,Orthodox,146,33,31-35,Orthodox,0.5,61.5,23.0,2.5,2.0,0.5,168.5,0.5,86.875,39.875,2.25,0.75,0.0,188.125,False,False,False,False,False,False,False,False
Che Mills,Duane Ludwig,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Herb Dean,Red,KO/TKO,,1,False,Welterweight,3,False,7.62,-4,15.24,-230,30,26-30,Orthodox,210,34,31-35,Orthodox,1.0,19.0,8.5,0.0,0.0,0.0,11.5,0.0078125,86.96875,36.4296875,0.5,0.125,0.0,21.171875,False,False,False,False,False,False,False,False
DaMarques Johnson,Gunnar Nelson,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Herb Dean,Blue,SUB,Rear Naked Choke,1,False,Catch Weight,3,False,5.08,6,7.62,310,30,26-30,Orthodox,-340,24,21-25,Switch,0.1328125,40.42578125,15.24609375,1.3125,1.15625,0.26171875,144.8046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Dan Hardy,Amir Sadollah,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Marc Goddard,Red,U-DEC,,3,False,Welterweight,3,False,5.08,-2,0.0,-230,30,26-30,Orthodox,210,32,31-35,Orthodox,0.51171875,82.03125,26.5078125,1.6953125,0.2734375,0.375,54.609375,0.0,138.6953125,57.859375,3.7890625,0.78125,0.5078125,105.140625,False,False,False,False,False,False,False,False
Jason Young,Robert Peralta,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Marc Goddard,Blue,KO/TKO,Punch,1,False,Featherweight,3,False,2.54,0,5.08,-115,26,26-30,Orthodox,105,26,26-30,Orthodox,0.0,112.0,44.25,3.75,2.5,0.0,280.75,1.0,118.0,59.5,0.5,0.5,0.0,31.0,False,False,False,False,False,False,False,False
John Hathaway,John Maguire,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Marc Goddard,Red,U-DEC,,3,False,Welterweight,3,False,10.16,-4,15.24,-255,25,21-25,Orthodox,235,29,26-30,Southpaw,0.5625,128.015625,55.515625,5.828125,2.046875,1.046875,269.890625,0.0,22.5,16.5,6.0,4.5,1.5,461.0,False,True,False,False,False,False,False,False
Kyle Kingsbury,Jimi Manuwa,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Leon Roberts,Blue,KO/TKO,,2,False,Light Heavyweight,3,False,7.62,-2,-7.62,225,30,26-30,Orthodox,-245,32,31-35,Orthodox,0.0625,56.15625,25.703125,2.75,0.9375,0.0,50.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Paul Sass,Matt Wiman,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Herb Dean,Blue,SUB,Armbar,1,False,Lightweight,3,False,5.08,-5,12.7,-110,24,21-25,Orthodox,110,29,26-30,Orthodox,0.0,7.0,1.5,1.25,0.0,2.75,1.75,0.00390625,116.53125,65.49853515625,8.001953125,2.5224609375,1.29296875,336.54296875,True,False,False,False,False,False,False,False
Stefan Struve,Stipe Miocic,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Herb Dean,Red,KO/TKO,Punches,2,False,Heavyweight,5,False,17.78,-6,10.16,155,24,21-25,Orthodox,-165,30,26-30,Orthodox,0.265625,33.3544921875,17.01953125,0.2568359375,0.255859375,0.8017578125,18.810546875,0.25,81.75,35.0,2.75,2.0,0.0,181.25,False,True,False,False,False,False,False,False
Tom Watson,Brad Tavares,UFC on FUEL TV: Struve vs Miocic,2012-09-29,9,2012,MALE,Nottingham,England,United Kingdom,Leon Roberts,Blue,S-DEC,,3,False,Middleweight,3,False,0.0,6,-2.54,150,30,26-30,Orthodox,-160,24,21-25,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,95.875,27.75,3.625,1.625,0.0,175.625,True,False,False,False,False,False,False,False
Aaron Simpson,Mike Pierce,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Darryl Guthmiller,Blue,KO/TKO,Punch,2,False,Welterweight,3,False,10.16,6,7.62,135,38,36-40,Orthodox,-145,32,31-35,Orthodox,0.50390625,82.994140625,50.759765625,10.28125,3.546875,0.1328125,424.5390625,0.03125,82.8125,39.63671875,6.97265625,2.01171875,0.0625,423.5,False,False,False,False,False,False,False,False
Bart Palaszewski,Diego Nunes,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Darryl Guthmiller,Blue,U-DEC,,3,False,Featherweight,3,False,7.62,0,7.62,177,29,26-30,Orthodox,-192,29,26-30,Orthodox,0.5,72.0,21.5,0.0,0.0,0.5,7.5,0.125,112.125,47.0,0.375,0.25,0.0,47.25,False,False,False,False,False,False,False,False
Darren Uyenoyama,Phil Harris,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Nick Gamst,Red,SUB,Rear Naked Choke,2,False,Flyweight,3,False,5.08,3,0.0,-300,32,31-35,Orthodox,270,29,26-30,Orthodox,0.0,18.0,15.0,3.0,2.0,1.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Jacob Volkmann,Shane Roller,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Herb Dean,Red,SUB,Rear Naked Choke,1,False,Lightweight,3,False,-2.54,-1,-2.54,-170,32,31-35,Southpaw,160,33,31-35,Orthodox,0.0,20.125,8.2265625,3.34375,1.4609375,1.4453125,317.6484375,0.0625,72.4375,32.4375,6.9375,1.875,0.25,319.125,False,False,False,False,False,False,False,False
Jake Ellenberger,Jay Hieron,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Josh Rosenthal,Red,U-DEC,,3,False,Welterweight,3,False,-7.62,-9,-10.16,-310,27,26-30,Orthodox,280,36,36-40,Orthodox,0.9609375,63.375,28.3984375,2.375,0.7734375,0.0234375,167.625,0.0,17.5,7.5,7.5,4.5,1.5,223.0,False,False,False,False,False,False,False,False
John Dodson,Jussier Formiga,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Darryl Guthmiller,Red,KO/TKO,Punch,2,False,Flyweight,3,False,-5.08,1,-2.54,-255,28,26-30,Orthodox,235,27,26-30,Orthodox,0.5,128.5,43.5,2.0,1.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False
Josh Neer,Justin Edwards,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Nick Gamst,Blue,SUB,Guillotine Choke,1,False,Welterweight,3,False,2.54,0,5.08,-280,29,26-30,Orthodox,255,29,26-30,Orthodox,0.00048828125,52.816650390625,25.949951171875,1.33544921875,0.294189453125,0.48583984375,37.660888671875,0.5,72.75,34.75,9.25,2.25,1.0,226.75,False,False,False,False,False,False,False,False
Marcus LeVesseur,Carlo Prater,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Josh Rosenthal,Red,S-DEC,,3,False,Lightweight,3,False,-5.08,-1,-5.08,-155,30,26-30,Southpaw,145,31,31-35,Switch,0.0,14.0,7.0,2.0,2.0,1.0,130.0,0.0,30.5,13.5,2.5,0.0,0.5,17.5,False,False,False,False,False,False,False,False
Michael Johnson,Danny Castillo,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Josh Rosenthal,Red,KO/TKO,Punch,2,False,Lightweight,3,False,2.54,-7,5.08,-185,26,26-30,Southpaw,170,33,31-35,Orthodox,0.625,137.1875,54.0625,1.375,0.3125,0.0,80.0625,0.0,98.3125,41.8125,7.3125,2.75,0.0,274.1875,False,False,False,False,False,False,False,False
Travis Browne,Antonio Silva,UFC on FX: Browne vs Bigfoot,2012-10-05,10,2012,MALE,Minneapolis,Minnesota,USA,Herb Dean,Blue,KO/TKO,Punch,1,False,Heavyweight,5,False,5.08,-3,-2.54,-185,30,26-30,Orthodox,170,33,31-35,Orthodox,0.1875,39.1875,17.9375,2.0625,1.5,0.5625,171.25,0.0,2.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Anderson Silva,Stephan Bonnar,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Marc Goddard,Red,KO/TKO,Knee,1,False,Light Heavyweight,3,False,-5.08,2,-2.54,-1000,37,36-40,Southpaw,800,35,31-35,Orthodox,1.20697021484375,40.2784423828125,23.8663330078125,0.067138671875,0.066650390625,0.188720703125,24.91986083984375,0.12548828125,82.2381591796875,39.00341796875,5.0982666015625,3.1263427734375,0.8546142578125,541.318115234375,True,False,False,False,False,False,False,False
Cristiano Marcello,Reza Madadi,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Fernando Yamasaki,Red,S-DEC,,3,False,Lightweight,3,False,-5.08,0,0.0,135,34,31-35,Orthodox,-145,34,31-35,Orthodox,0.0,90.0,39.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,7.0,3.0,1.0,135.0,False,True,False,False,False,False,False,False
Demian Maia,Rick Story,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Mario Yamasaki,Red,SUB,Rear Naked Choke,1,False,Welterweight,3,False,10.16,6,2.54,-115,34,31-35,Southpaw,105,28,26-30,Southpaw,0.0,59.981201171875,20.242919921875,5.714111328125,1.2523193359375,0.174560546875,122.89599609375,0.015625,128.41796875,50.142578125,5.43359375,3.404296875,0.5546875,232.138671875,False,False,False,False,False,False,False,False
Diego Brandao,Joey Gambino,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Fernando Yamasaki,Red,U-DEC,,3,False,Featherweight,3,False,0.0,2,-5.28,-250,25,21-25,Orthodox,230,23,21-25,Orthodox,0.5,43.0,21.0,0.5,0.5,0.5,138.0,0.0,15.0,5.0,2.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False
Gleison Tibau,Francisco Trinaldo,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Marc Goddard,Red,U-DEC,,3,False,Lightweight,3,False,2.54,-5,2.54,-130,29,26-30,Southpaw,120,34,31-35,Southpaw,0.140625,94.21417236328124,34.44512939453125,5.182647705078125,1.766632080078125,0.2730712890625,76.08282470703125,0.0,26.0,21.0,0.0,0.0,0.0,69.0,False,True,False,False,False,False,False,False
Glover Teixeira,Fabio Maldonado,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Mario Yamasaki,Red,KO/TKO,,2,False,Light Heavyweight,3,False,2.54,0,2.54,-475,32,31-35,Orthodox,420,32,31-35,Orthodox,0.0,30.0,15.0,0.0,0.0,1.0,67.0,0.25,135.25,90.75,1.25,0.5,1.0,157.5,True,False,False,False,False,False,False,False
Jon Fitch,Erick Silva,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Marc Goddard,Red,U-DEC,,3,False,Welterweight,3,False,0.0,6,5.08,177,34,31-35,Orthodox,-192,28,26-30,Orthodox,9.1552734375e-05,39.856292724609375,22.4111328125,5.039642333984375,2.48101806640625,0.032440185546875,294.0135803222656,0.25,11.75,8.0,0.0,0.0,1.0,18.75,False,False,False,False,False,False,False,False
Luiz Cane,Chris Camozzi,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Marc Goddard,Blue,U-DEC,,3,False,Middleweight,3,False,0.0,6,2.54,-145,31,31-35,Southpaw,135,25,21-25,Orthodox,0.4140625,50.1875,18.984375,0.2890625,0.0078125,0.0,24.0,0.0,80.34375,35.25,1.125,0.0,0.625,81.21875,False,False,False,False,False,False,False,False
Minotauro Nogueira,Dave Herman,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Mario Yamasaki,Red,,,,False,Heavyweight,3,False,-2.54,8,2.54,-210,36,36-40,Orthodox,190,28,26-30,Orthodox,0.375,35.15625,17.921875,1.25,0.09375,0.734375,84.125,0.25,46.5,28.0,0.25,0.25,0.0,12.5,False,False,False,False,False,False,False,False
Phil Davis,Wagner Prado,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Marc Goddard,Red,SUB,Anaconda Choke,2,False,Light Heavyweight,3,False,5.08,3,12.7,-355,28,26-30,Orthodox,320,25,21-25,Southpaw,0.0,77.328125,24.875,4.015625,1.28125,0.15625,130.65625,0.0,16.0,2.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Rony Jason,Sam Sicilia,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Fernando Yamasaki,Red,KO/TKO,Punch,2,False,Featherweight,3,False,-2.54,2,7.62,-210,28,26-30,Orthodox,190,26,26-30,Orthodox,0.0,76.0,36.0,2.0,0.0,0.0,270.0,0.0,93.0,33.0,0.0,0.0,0.0,28.0,True,True,False,False,False,False,False,False
Sergio Moraes,Renee Forte,UFC 153: Silva vs Bonnar,2012-10-13,10,2012,MALE,Rio de Janeiro,,Brazil,Mario Yamasaki,Red,SUB,Rear Naked Choke,3,False,Welterweight,3,False,12.7,5,2.54,-210,30,26-30,Orthodox,190,25,21-25,Orthodox,0.0,73.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Alex Caceres,Motonobu Tezuka,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Marc Goddard,Red,S-DEC,,3,False,Bantamweight,3,False,7.62,-1,17.78,-220,24,21-25,Southpaw,200,25,21-25,Southpaw,0.0,52.0,31.9375,0.25,0.25,3.375,112.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Dong Hyun Kim,Paulo Thiago,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Marc Goddard,Red,U-DEC,,3,False,Welterweight,3,False,7.62,-1,7.62,-320,30,26-30,Southpaw,290,31,31-35,Orthodox,0.25,41.5390625,20.44921875,2.00390625,1.1015625,0.03515625,103.9765625,0.0703125,31.1328125,10.96875,2.515625,1.71875,0.8828125,97.8203125,False,False,False,False,False,False,False,False
Rich Franklin,Cung Le,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Marc Goddard,Blue,KO/TKO,Punch,1,False,Middleweight,5,False,10.16,-2,15.24,-450,38,36-40,Southpaw,400,40,36-40,Southpaw,0.1371002197265625,209.40511322021484,75.52305221557617,1.6330795288085938,0.7853012084960938,3.814697265625e-05,34.35578536987305,0.0,97.0,43.5,1.5,1.0,0.0,36.5,False,False,False,False,False,False,False,False
Riki Fukuda,Tom DeBlass,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Marc Goddard,Red,U-DEC,,3,False,Middleweight,3,False,0.0,1,-5.08,-260,31,31-35,Southpaw,240,30,26-30,Orthodox,0.0,129.5,60.0,7.75,2.25,0.0,185.0,0.0,6.0,1.0,4.0,2.0,1.0,439.0,False,False,False,False,False,False,False,False
Takanori Gomi,Mac Danzig,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Steve Perceval,Red,S-DEC,,3,False,Lightweight,3,False,-2.54,2,0.0,170,34,31-35,Southpaw,-185,32,31-35,Orthodox,0.0625,77.5625,28.3125,0.3125,0.0,0.0,27.0,0.134765625,95.58984375,54.1328125,4.275390625,1.1640625,0.271484375,256.541015625,False,False,False,False,False,False,False,False
Takeya Mizugaki,Jeff Hougland,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Steve Perceval,Red,U-DEC,,3,False,Bantamweight,3,False,0.0,-6,0.0,-440,28,26-30,Orthodox,390,34,31-35,Orthodox,0.5,98.875,38.625,2.75,1.75,0.0,316.0,0.0,84.0,39.5,4.0,0.5,2.0,116.5,False,False,False,False,False,False,False,False
Tiequan Zhang,Jon Tuck,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Marc Goddard,Blue,U-DEC,,3,False,Lightweight,3,False,-7.62,6,-7.62,285,34,31-35,Orthodox,-315,28,26-30,Orthodox,0.0,16.75,4.5,0.0,0.0,1.5,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Yasuhiro Urushitani,John Lineker,UFC Macao: Franklin vs Le,2012-11-10,11,2012,MALE,Macau,,China,Steve Perceval,Blue,U-DEC,,3,False,Flyweight,3,False,5.08,14,-0.18,195,36,36-40,Southpaw,-215,22,21-25,Orthodox,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,212.0,96.0,0.0,0.0,0.0,14.0,False,False,False,False,False,False,False,False
Antonio Carvalho,Rodrigo Damm,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Dan Miragliotta,Red,S-DEC,,3,False,Featherweight,3,False,5.08,1,-7.62,-205,33,31-35,Orthodox,188,32,31-35,Orthodox,0.5,88.0,23.5,1.5,0.0,0.0,70.5,0.0,21.0,11.0,0.0,0.0,1.0,33.0,False,True,False,False,False,False,False,False
Cyrille Diabate,Chad Griggs,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Philippe Chartier,Red,SUB,Rear Naked Choke,1,False,Light Heavyweight,3,False,12.7,5,20.32,-125,39,36-40,Southpaw,115,34,31-35,Orthodox,0.1875,61.6875,48.25,1.1875,1.125,0.0,180.125,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False
Francis Carmont,Tom Lawlor,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Philippe Chartier,Red,S-DEC,,3,False,Middleweight,3,False,7.62,2,10.16,-245,31,31-35,Orthodox,225,29,26-30,Southpaw,0.25,30.0,21.75,2.5,1.25,1.25,234.5,0.5625,26.734375,13.59375,1.359375,0.765625,0.453125,115.3125,True,False,False,False,False,False,False,False
Georges St-Pierre,Carlos Condit,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Yves Lavigne,Red,U-DEC,,5,True,Welterweight,5,False,-7.62,3,2.54,-300,31,31-35,Orthodox,270,28,26-30,Orthodox,0.1103668212890625,213.28585052490232,86.54951477050781,6.292533874511719,4.283355712890625,0.849853515625,343.93739318847656,0.375,188.125,87.1875,0.3125,0.125,0.4375,33.4375,False,False,False,False,False,False,False,False
Ivan Menjivar,Azamat Gashimov,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Philippe Chartier,Red,SUB,Armbar,1,False,Bantamweight,3,False,0.0,8,-5.08,-215,30,26-30,Orthodox,195,22,21-25,Orthodox,0.0625,107.875,34.875,1.0,0.25,0.625,33.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False
Johny Hendricks,Martin Kampmann,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Dan Miragliotta,Red,KO/TKO,Punch,1,False,Welterweight,3,False,-7.62,-1,-7.62,-167,29,26-30,Southpaw,157,30,26-30,Orthodox,0.34765625,79.609375,37.0078125,4.2890625,1.40234375,0.046875,109.640625,0.57135009765625,79.0799560546875,29.5311279296875,3.44085693359375,0.65081787109375,0.53778076171875,104.6920166015625,False,False,False,False,False,False,False,False
Mark Bocek,Rafael Dos Anjos,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Yves Lavigne,Blue,U-DEC,,3,False,Lightweight,3,False,0.0,3,12.7,190,31,31-35,Orthodox,-210,28,26-30,Southpaw,0.0,82.533203125,51.375,9.02734375,4.4931640625,0.390625,533.72265625,0.3125,62.14453125,31.521484375,9.794921875,3.1171875,0.291015625,238.92578125,False,False,False,False,False,False,False,False
Mark Hominick,Pablo Garza,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Marc-Andre Cote,Blue,U-DEC,,3,False,Featherweight,3,False,-12.7,1,-12.7,-280,30,26-30,Orthodox,255,29,26-30,Orthodox,0.125,135.625,66.46875,0.25,0.125,0.03125,33.75,0.125,44.875,20.625,1.625,0.0,0.375,7.875,False,False,False,False,False,False,False,False
Matthew Riddle,John Maguire,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Yves Lavigne,Red,U-DEC,,3,False,Welterweight,3,False,10.16,-3,12.7,-220,26,26-30,Southpaw,200,29,26-30,Southpaw,0.0,98.466796875,40.59765625,6.240234375,3.712890625,0.57421875,281.0078125,0.0,31.75,14.75,4.5,2.75,0.75,282.0,False,False,False,False,False,False,False,False
Patrick Cote,Alessio Sakara,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Dan Miragliotta,Red,DQ,,1,False,Middleweight,3,False,-2.54,1,-2.54,-210,32,31-35,Orthodox,190,31,31-35,Orthodox,0.0244140625,82.85302734375,32.119140625,1.46728515625,0.2548828125,0.1328125,56.54052734375,0.156494140625,34.646484375,13.93505859375,0.011962890625,0.006103515625,0.0,3.34326171875,False,False,False,False,False,False,False,False
Sam Stout,John Makdessi,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Marc-Andre Cote,Blue,U-DEC,,3,False,Lightweight,3,False,2.54,1,5.08,-200,28,26-30,Orthodox,185,27,26-30,Orthodox,0.1640625,175.699951171875,56.09619140625,4.162109375,2.06640625,0.03125,128.595703125,0.25,86.125,35.0,0.0,0.0,0.0,2.5,False,False,False,False,False,False,False,False
Steven Siler,Darren Elkins,UFC 154: St-Pierre vs Condit,2012-11-17,11,2012,MALE,Montreal,Quebec,Canada,Marc-Andre Cote,Blue,U-DEC,,3,False,Featherweight,3,False,2.54,-3,-2.54,100,25,21-25,Orthodox,-110,28,26-30,Orthodox,0.0,96.5,44.25,3.25,0.75,1.25,59.25,0.0,92.625,34.5,5.1875,1.0,1.25,396.1875,True,False,False,False,False,False,False,False
BJ Penn,Rory MacDonald,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Herb Dean,Blue,U-DEC,,3,False,Welterweight,3,False,-7.62,10,-15.24,275,33,31-35,Orthodox,-335,23,21-25,Orthodox,0.1289091110229492,111.06287384033205,54.24762153625488,2.968930244445801,1.1345977783203125,0.2609329223632812,107.5117893218994,0.0,61.6875,37.0625,2.9375,2.1875,0.625,267.0,False,False,False,False,False,False,False,False
Benson Henderson,Nate Diaz,UFC on FOX: Henderson vs Diaz,2012-12-08,12,2012,MALE,Seattle,Washington,USA,Herb Dean,Red,U-DEC,,5,True,Lightweight,5,False,-7.62,2,-15.24,-225,29,26-30,Southpaw,185,27,26-30,Southpaw,0.125,176.75,66.3125,2.3125,1.125,1.375,128.25,0.132843017578125,161.9879150390625,91.83966064453124,1.5714111328125,0.053253173828125,1.4300537109375,113.6236572265625,True,False,False,False,False,False,False,False
