Name,Gender,Date,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,MatchWCRank,WFlyweightRank,WFeatherweightRank,WStrawweightRank,WBantamweightRank,HeavyweightRank,LightHeavyweightRank,MiddleweightRank,WelterweightRank,LightweightRank,FeatherweightRank,BantamweightRank,FlyweightRank,PFPRank,WinsByDecision,WinsByStoppage
Elizeu Dos Santos,MALE,2020-03-14,1,0,0,4.18,0.39,0.6,0.45,0.14,7,2,22,0,0,1,2,3,1,0,7,Orthodox,180.34,185.42,170,33,,,,,,,,,,,,,,,3,4
Elizeu Zaleski dos Santos,MALE,2015-05-30,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,28,,,,,,,,,,,,,,,0,0
Elizeu Zaleski dos Santos,MALE,2016-04-16,1,0,0,57.0,0.43,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,29,,,,,,,,,,,,,,,0,0
Elizeu Zaleski dos Santos,MALE,2016-10-01,0,1,0,64.5,0.46,0.5,0.0,0.0,1,1,6,0,0,0,0,1,0,0,1,Orthodox,180.34,185.42,170,29,,,,,,,,,,,,,,,0,1
Elizeu Zaleski dos Santos,MALE,2017-07-22,0,2,0,54.3333,0.4,1.0,0.3333,0.333,2,1,9,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,170,30,,,,,,,,,,,,,,,1,1
Elizeu Zaleski dos Santos,MALE,2017-10-28,0,3,0,61.5,0.393,0.75,0.5,0.285,3,1,12,0,0,1,1,1,0,0,3,Orthodox,180.34,185.42,170,30,,,,,,,,,,,,,,,2,1
Elizeu Zaleski dos Santos,MALE,2018-05-12,0,4,0,66.0,0.408,0.6,0.4,0.228,4,1,15,0,0,1,2,1,0,0,4,Orthodox,180.34,185.42,170,31,,,,,,,,,,,,,,,3,1
Elizeu Zaleski dos Santos,MALE,2018-09-22,0,5,0,57.5,0.382,0.5,0.3333,0.19,5,1,16,0,0,1,2,2,0,0,5,Orthodox,180.34,185.42,170,31,,,,,,,,,,,,,,,3,2
Elizeu Zaleski dos Santos,MALE,2019-03-09,0,6,0,51.4286,0.393,0.4286,0.2857,0.163,6,1,18,0,0,1,2,3,0,0,6,Orthodox,180.34,185.42,170,32,,,,,,,,,,,,,,,3,3
Elizeu Zaleski dos Santos,MALE,2020-07-11,0,1,0,4.17,0.39,0.5,0.65,0.2,7,2,25,0,0,1,3,3,1,0,8,Orthodox,180.34,185.42,170,33,,,,,,,,,,,,,,,4,4
Elizeu Zaleski dos Santos,MALE,2021-10-30,1,0,0,4.3,0.42,0.5,0.71,0.2,7,3,28,0,0,1,3,3,1,0,8,Orthodox,180.34,185.42,170,34,,,,,,,,,,,,,,,4,4
Elizeu Zaleski dos Santos,MALE,2023-06-03,0,1,0,4.3,0.42,0.5,0.71,0.2,7,3,31,0,0,1,4,3,1,0,9,Orthodox,180.34,185.42,170,36,,,,,,,,,,,,,,,5,4
Elizeu Zaleski dos Santos,MALE,2024-06-01,0,2,1,4.3,0.42,0.5,0.71,0.2,7,3,37,0,0,2,4,3,1,0,10,Orthodox,180.34,185.42,170,37,,,,,,,,,,,,,,,6,4
Elizeu Zaleski dos Santos,MALE,2024-11-09,1,0,1,4.33,0.41,0.5,0.7,0.2,7,4,40,0,0,2,4,3,1,0,10,Orthodox,180.34,185.42,170,37,,,,,,,,,,,,,,,6,4
Elves Brener,MALE,2023-02-11,0,0,0,3.99,0.47,0.0,1.23,0.23,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,25,,,,,,,,,,,,,,,0,0
Elves Brener,MALE,2023-07-01,0,1,0,3.99,0.47,0.0,1.23,0.23,1,0,3,0,0,1,0,0,0,0,1,Orthodox,177.8,182.88,155,25,,,,,,,,,,,,,,,1,0
Elves Brener,MALE,2023-11-04,0,2,0,3.99,0.47,0.0,1.23,0.23,2,0,6,0,0,1,0,1,0,0,2,Orthodox,177.8,182.88,155,26,,,,,,,,,,,,,,,1,1
Elves Brener,MALE,2024-05-04,0,3,0,3.99,0.47,0.0,1.23,0.23,3,0,7,0,0,1,0,2,0,0,3,Orthodox,177.8,182.88,155,26,,,,,,,,,,,,,,,1,2
Elves Brener,MALE,2024-08-03,1,0,0,3.99,0.47,0.0,1.23,0.23,3,1,10,0,0,1,0,2,0,0,3,Orthodox,177.8,182.88,155,26,,,,,,,,,,,,,,,1,2
Elvis Mutapcic,MALE,2016-01-17,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,29,,,,,,,,,,,,,,,0,0
Elvis Mutapcic,MALE,2016-12-03,2,0,0,51.0,0.415,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,30,,,,,,,,,,,,,,,0,0
Emil Meek,MALE,2016-12-10,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,180.34,187.96,170,28,,,,,,,,,,,,,,,0,0
Emil Meek,MALE,2018-01-14,0,1,0,50.0,0.37,1.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,180.34,187.96,170,29,,,,,,,,,,,,,,,1,0
Emil Meek,MALE,2018-07-22,1,0,0,40.0,0.405,1.5,0.5,0.25,1,1,6,0,0,0,1,0,0,0,1,Switch,180.34,187.96,170,29,,,,,,,,,,,,,,,1,0
Emil Meek,MALE,2020-02-22,2,0,0,2.24,0.38,1.3,0.33,0.5,1,2,9,0,0,0,1,0,0,0,1,Switch,180.34,187.96,170,31,,,,,,,,,,,,,,,1,0
Emily Ducote,FEMALE,2022-07-16,0,0,0,7.45,0.52,0.0,0.2,0.14,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,160.02,115,28,,,,,,,,,,,,,,,0,0
Emily Ducote,FEMALE,2022-12-03,0,1,0,7.45,0.52,0.0,0.2,0.14,1,0,3,0,0,0,1,0,0,0,1,Orthodox,157.48,160.02,115,28,13.0,,,13.0,,,,,,,,,,,1,0
Emily Ducote,MALE,2023-05-20,1,0,0,7.45,0.52,0.0,0.2,0.14,1,1,6,0,0,0,1,0,0,0,1,Orthodox,157.48,160.02,115,29,,,,,,,,,,,,,,,1,0
Emily Ducote,FEMALE,2023-10-14,2,0,0,7.45,0.52,0.0,0.2,0.14,1,2,9,0,0,0,1,0,0,0,1,Orthodox,157.48,160.02,115,29,,,,,,,,,,,,,,,1,0
Emily Ducote,FEMALE,2024-05-18,0,1,0,7.45,0.52,0.0,0.2,0.14,1,2,12,0,0,0,2,0,0,0,2,Orthodox,157.48,160.02,115,30,,,,,,,,,,,,,,,2,0
Emily Peters Kagan,FEMALE,2014-12-12,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,33,,,,,,,,,,,,,,,0,0
Emily Peters Kagan,FEMALE,2015-12-10,1,0,0,41.0,0.45,0.0,2.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,115,34,,,,,,,,,,,,,,,0,0
Emily Whitmire,FEMALE,2017-12-01,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,26,,,,,,,,,,,,,,,0,0
Emily Whitmire,FEMALE,2018-07-07,1,0,0,9.0,0.6,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,115,27,,,,,,,,,,,,,,,0,0
Emily Whitmire,FEMALE,2019-02-17,0,1,0,31.0,0.44,0.0,0.5,0.25,1,1,4,0,0,0,1,0,0,0,1,Orthodox,165.1,160.02,115,27,,,,,,,,,,,,,,,1,0
Emily Whitmire,FEMALE,2019-06-29,0,2,0,2.84,0.31,0.6,1.18,0.66,2,1,5,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,115,28,,,,,,,,,,,,,,,1,1
Emily Whitmire,FEMALE,2020-08-29,1,0,0,2.84,0.31,0.6,1.18,0.66,2,2,7,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,115,29,,,,,,,,,,,,,,,1,1
Emily Whitmire,FEMALE,2021-09-18,2,0,0,2.5,0.31,0.5,1.9,0.66,2,3,8,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,125,30,,,,,,,,,,,,,,,1,1
Enrique Barzola,MALE,2015-11-21,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,170.18,177.8,145,26,,,,,,,,,,,,,,,0,0
Enrique Barzola,MALE,2016-08-27,0,1,0,38.0,0.53,0.0,5.0,0.55,1,0,3,1,0,0,1,0,0,0,1,Switch,170.18,177.8,145,27,,,,,,,,,,,,,,,1,0
Enrique Barzola,MALE,2016-11-05,1,0,0,46.5,0.43,0.0,3.0,0.33,1,1,6,1,0,0,1,0,0,0,1,Switch,170.18,177.8,145,27,,,,,,,,,,,,,,,1,0
Enrique Barzola,MALE,2017-05-13,0,1,0,55.0,0.473,0.0,4.3333,0.413,1,1,9,1,0,0,2,0,0,0,2,Switch,170.18,177.8,145,28,,,,,,,,,,,,,,,2,0
Enrique Barzola,MALE,2018-01-20,0,2,0,52.75,0.433,0.25,5.5,0.46,2,1,12,1,0,0,3,0,0,0,3,Switch,170.18,177.8,145,28,,,,,,,,,,,,,,,3,0
Enrique Barzola,MALE,2018-05-19,0,3,0,53.2,0.436,0.2,5.4,0.468,3,1,15,1,0,0,4,0,0,0,4,Switch,170.18,177.8,145,29,,,,,,,,,,,,,,,4,0
Enrique Barzola,MALE,2019-03-30,0,4,0,52.8333,0.453,0.3333,6.1667,0.5,4,1,18,1,0,0,5,0,0,0,5,Switch,170.18,177.8,145,29,,,,,,,,,,,,,,,5,0
Enrique Barzola,MALE,2019-08-10,1,0,0,3.93,0.39,0.2,4.56,0.45,4,2,21,0,0,0,5,0,0,0,5,Orthodox,170.18,177.8,145,30,,,,,,,,,,,,,,,5,0
Enrique Barzola,MALE,2019-10-26,0,1,0,3.93,0.39,0.2,4.56,0.45,4,2,24,0,0,1,5,0,0,0,6,Orthodox,170.18,177.8,145,30,,,,,,,,,,,,,,,6,0
Enrique Marin,MALE,2015-11-21,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,29,,,,,,,,,,,,,,,0,0
Enrique Marin,MALE,2016-07-09,1,0,0,27.0,0.28,0.0,1.0,0.33,0,1,3,1,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,29,,,,,,,,,,,,,,,0,0
Eric Schafer,MALE,2010-03-21,1,0,0,15.6667,0.588,1.3333,0.8333,0.145,2,3,9,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,185,32,,,,,,,,,,,,,,,0,3
Eric Schafer,MALE,2011-10-08,2,0,0,17.2857,0.551,1.2857,1.0,0.219,2,4,12,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,185,34,,,,,,,,,,,,,,,0,3
Eric Schafer,MALE,2012-01-20,3,0,0,16.875,0.499,1.125,0.875,0.191,2,5,15,0,0,0,0,1,2,0,3,Orthodox,190.5,190.5,185,34,,,,,,,,,,,,,,,0,3
Eric Shelton,MALE,2017-01-28,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,25,,,,,,,,,,,,,,,0,0
Eric Shelton,MALE,2017-07-29,1,0,0,32.0,0.34,0.0,4.0,0.33,0,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,26,,,,,,,,,,,,,,,0,0
Eric Shelton,MALE,2017-11-18,2,0,0,31.5,0.345,0.5,2.5,0.415,0,2,6,0,0,0,0,0,0,0,0,Orthodox,167.64,172.72,125,26,,,,,,,,,,,,,,,0,0
Eric Shelton,MALE,2018-02-24,0,1,0,49.6667,0.477,0.3333,3.3333,0.513,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,27,,,,,,,,,,,,,,,1,0
Eric Shelton,MALE,2018-11-10,1,0,0,47.5,0.45,0.25,2.5,0.385,1,3,12,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,27,,,,,,,,,,,,,,,1,0
Eric Shelton,MALE,2019-03-23,0,1,0,41.2,0.416,0.2,3.4,0.448,1,3,15,0,0,1,1,0,0,0,2,Orthodox,167.64,172.72,125,28,11.0,,,,,,,,,,,,11.0,,2,0
Eric Spicely,MALE,2016-07-13,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,29,,,,,,,,,,,,,,,0,0
Eric Spicely,MALE,2016-09-24,1,0,0,7.0,0.77,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,185,29,,,,,,,,,,,,,,,0,0
Eric Spicely,MALE,2017-01-28,0,1,0,6.0,0.695,0.5,0.5,0.25,1,1,2,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,185,30,,,,,,,,,,,,,,,0,1
Eric Spicely,MALE,2017-12-01,0,2,0,4.3333,0.573,0.6667,0.6667,0.277,2,1,3,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,31,,,,,,,,,,,,,,,0,2
Eric Spicely,MALE,2018-05-27,1,0,0,7.5,0.565,0.75,0.75,0.258,2,2,5,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,31,,,,,,,,,,,,,,,0,2
Eric Spicely,MALE,2019-06-22,3,0,0,3.71,0.45,1.0,1.31,0.2,2,4,9,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,32,,,,,,,,,,,,,,,0,2
