Name,Gender,Date,CurrentLoseStreak,CurrentWinStreak,Draws,AvgSigStrLanded,AvgSigStrPct,AvgSubAtt,AvgTDLanded,AvgTDPct,LongestWinStreak,Losses,TotalRoundsFought,TotalTitleBouts,WinsByDecisionMajority,WinsByDecisionSplit,WinsByDecisionUnanimous,WinsByKO,WinsBySubmission,WinsByTKODoctorStoppage,Wins,Stance,HeightCms,ReachCms,WeightLbs,Age,MatchWCRank,WFlyweightRank,WFeatherweightRank,WStrawweightRank,WBantamweightRank,HeavyweightRank,LightHeavyweightRank,MiddleweightRank,WelterweightRank,LightweightRank,FeatherweightRank,BantamweightRank,FlyweightRank,PFPRank,WinsByDecision,WinsByStoppage
Jon Delos Reyes,MALE,2014-01-04,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,26,,,,,,,,,,,,,,,0,0
Jon Delos Reyes,MALE,2014-09-20,1,0,0,9.0,0.31,0.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,27,,,,,,,,,,,,,,,0,0
Jon Delos Reyes,MALE,2015-05-16,2,0,0,11.0,0.415,0.0,0.5,0.5,0,2,2,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,27,,,,,,,,,,,,,,,0,0
Jon Delos Reyes,MALE,2015-10-24,0,1,0,15.0,0.417,1.0,0.6667,0.667,1,2,4,0,0,0,0,0,1,0,1,Orthodox,167.64,170.18,125,28,,,,,,,,,,,,,,,0,1
Jon Fitch,MALE,2010-03-27,0,3,0,32.8333,0.5,0.9167,3.0833,0.561,8,1,34,1,0,1,6,1,3,0,11,Orthodox,182.88,193.04,170,32,,,,,,,,,,,,,,,7,4
Jon Fitch,MALE,2010-08-07,0,4,0,35.8462,0.517,0.8462,3.0,0.539,8,1,37,1,0,1,7,1,3,0,12,Orthodox,182.88,193.04,170,32,,,,,,,,,,,,,,,8,4
Jon Fitch,MALE,2011-12-30,1,0,0,36.1333,0.52,0.7333,3.4667,0.545,8,2,43,1,0,1,8,1,3,0,13,Orthodox,182.88,193.04,170,33,,,,,,,,,,,,,,,9,4
Jon Fitch,MALE,2012-10-13,2,0,0,33.875,0.488,0.6875,3.25,0.511,8,3,44,1,0,1,8,1,3,0,13,Orthodox,182.88,193.04,170,34,,,,,,,,,,,,,,,9,4
Jon Fitch,MALE,2013-02-02,0,1,0,36.7059,0.495,0.7647,3.4118,0.52,8,3,47,1,0,1,9,1,3,0,14,Orthodox,182.88,193.04,170,34,,,,,,,,,,,,,,,10,4
Jon Jones,MALE,2010-03-21,1,0,0,39.0,0.478,0.25,2.5,0.525,3,1,9,0,0,0,2,0,1,0,3,Orthodox,193.04,213.36,205,22,,,,,,,,,,,,,,,2,1
Jon Jones,MALE,2010-08-01,0,1,0,33.4,0.51,0.2,2.4,0.552,3,1,10,0,0,0,2,1,1,0,4,Orthodox,193.04,213.36,205,23,,,,,,,,,,,,,,,2,2
Jon Jones,MALE,2011-02-05,0,2,0,30.3333,0.58,0.1667,2.1667,0.627,3,1,11,0,0,0,2,2,1,0,5,Orthodox,193.04,213.36,205,23,,,,,,,,,,,,,,,2,3
Jon Jones,MALE,2011-03-19,0,3,0,28.8571,0.564,0.5714,2.1429,0.68,3,1,13,0,0,0,2,2,2,0,6,Orthodox,193.04,213.36,205,23,,,,,,,,,,,,,,,2,4
Jon Jones,MALE,2011-09-24,0,4,0,34.625,0.576,0.5,2.25,0.72,4,1,16,1,0,0,2,3,2,0,7,Orthodox,193.04,213.36,205,24,,,,,,,,,,,,,,,2,5
Jon Jones,MALE,2011-12-10,0,5,0,37.5556,0.57,0.6667,2.2222,0.677,5,1,20,2,0,0,2,3,3,0,8,Orthodox,193.04,213.36,205,24,,,,,,,,,,,,,,,2,6
Jon Jones,MALE,2012-04-21,0,6,0,36.2,0.558,0.7,2.1,0.659,6,1,22,3,0,0,2,3,4,0,9,Orthodox,193.04,213.36,205,24,,,,,,,,,,,,,,,2,7
Jon Jones,MALE,2012-09-22,0,7,0,42.4545,0.552,0.6364,2.0,0.645,7,1,27,4,0,0,3,3,4,0,10,Orthodox,193.04,213.36,205,25,,,,,,,,,,,,,,,3,7
Jon Jones,MALE,2013-04-27,0,8,0,44.3333,0.555,0.6667,1.9167,0.674,8,1,31,5,0,0,3,3,5,0,11,Orthodox,193.04,213.36,205,25,0.0,,,,,,0.0,,,,,,,2.0,3,8
Jon Jones,MALE,2013-09-21,0,9,0,42.4615,0.569,0.6154,2.0,0.661,9,1,32,6,0,0,3,4,5,0,12,Orthodox,193.04,213.36,205,26,0.0,,,,,,0.0,,,,,,,1.0,3,9
Jon Jones,MALE,2014-04-26,0,10,0,49.0,0.572,0.5714,1.9286,0.62,10,1,37,7,0,0,4,4,5,0,13,Orthodox,193.04,213.36,205,26,0.0,,,,,,0.0,,,,,,,1.0,4,9
Jon Jones,MALE,2015-01-03,0,11,0,54.9333,0.573,0.6667,2.0,0.612,11,1,42,8,0,0,5,4,5,0,14,Orthodox,193.04,213.36,205,27,0.0,,,,,,0.0,,,,,,,1.0,5,9
Jon Jones,MALE,2016-04-23,0,12,0,57.25,0.569,0.625,2.0625,0.611,12,1,47,9,0,0,6,4,5,0,15,Orthodox,193.04,213.36,205,28,1.0,,,,,,1.0,,,,,,,1.0,6,9
Jon Jones,MALE,2018-12-29,1,0,0,62.0,0.574,0.5556,2.0,0.577,13,2,55,11,0,0,7,4,5,0,16,Orthodox,193.04,213.36,205,31,1.0,,,,,,1.0,,,,,,,3.0,7,9
Jon Jones,MALE,2019-03-02,0,1,0,61.8421,0.574,0.5263,1.9474,0.557,13,2,58,12,0,0,7,5,5,0,17,Orthodox,193.04,213.36,205,31,0.0,,,,,,0.0,,,,,,,2.0,7,10
Jon Jones,MALE,2019-07-06,0,15,0,4.3,0.57,0.4,1.85,0.44,15,1,63,13,0,0,8,5,5,0,18,Orthodox,193.04,213.36,205,31,0.0,,,,,,0.0,,,,,,,2.0,8,10
Jon Jones,MALE,2020-02-08,0,16,0,4.31,0.57,0.5,1.9,0.46,16,1,68,14,0,1,8,5,5,0,19,Orthodox,193.04,213.36,205,32,0.0,,,,,,0.0,,,,,,,1.0,9,10
Jon Jones,MALE,2023-03-04,0,17,0,4.29,0.57,0.5,1.93,0.45,17,1,73,15,0,1,9,5,5,0,20,Orthodox,193.04,213.36,248,35,,,,,,,,,,,,,,10.0,10,10
Jon Jones,MALE,2024-11-16,0,18,0,4.38,0.58,0.5,1.89,0.45,18,1,74,16,0,1,9,5,6,0,21,Orthodox,193.04,213.36,248,37,0.0,,,,,0.0,,,,,,,,3.0,10,11
Jon Madsen,MALE,2010-04-10,0,1,0,26.0,0.26,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,182.88,182.88,240,30,,,,,,,,,,,,,,,1,0
Jon Madsen,MALE,2010-07-03,0,2,0,29.0,0.29,0.0,0.5,0.5,2,0,6,0,0,1,1,0,0,0,2,Orthodox,182.88,182.88,240,30,,,,,,,,,,,,,,,2,0
Jon Madsen,MALE,2010-10-23,0,3,0,31.6667,0.423,0.0,1.3333,0.583,3,0,9,0,0,1,2,0,0,0,3,Orthodox,182.88,182.88,240,30,,,,,,,,,,,,,,,3,0
Jon Madsen,MALE,2011-03-26,0,4,0,28.25,0.463,0.0,1.25,0.688,4,0,10,0,0,1,2,1,0,0,4,Orthodox,182.88,182.88,240,31,,,,,,,,,,,,,,,3,1
Jon Manley,MALE,2013-02-23,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,,,,,,,,,,,,,,,0,0
Jon Olav Einemo,MALE,2011-06-11,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,206.0,253,35,,,,,,,,,,,,,,,0,0
Jon Olav Einemo,MALE,2012-01-28,1,0,0,34.0,0.48,0.0,1.0,0.25,0,1,2,0,0,0,0,0,0,0,0,Orthodox,198.12,206.0,253,36,,,,,,,,,,,,,,,0,0
Jon Tuck,MALE,2012-11-10,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,28,,,,,,,,,,,,,,,0,0
Jon Tuck,MALE,2013-10-26,0,1,0,36.0,0.43,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,29,,,,,,,,,,,,,,,1,0
Jon Tuck,MALE,2014-06-07,1,0,0,51.5,0.4,1.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,29,,,,,,,,,,,,,,,1,0
Jon Tuck,MALE,2014-09-27,0,1,0,49.6667,0.45,0.6667,1.0,0.2,1,1,9,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155,30,,,,,,,,,,,,,,,1,1
Jon Tuck,MALE,2015-05-16,1,0,0,44.75,0.43,1.0,0.75,0.15,1,2,12,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155,30,,,,,,,,,,,,,,,1,1
Jon Tuck,MALE,2016-05-08,0,1,0,38.4,0.426,1.0,0.6,0.12,1,2,13,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,155,31,,,,,,,,,,,,,,,1,2
Jon Tuck,MALE,2016-11-26,1,0,0,40.8333,0.403,0.8333,0.5,0.1,1,3,16,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,155,32,,,,,,,,,,,,,,,1,2
Jon Tuck,MALE,2017-06-17,2,0,0,40.5714,0.409,0.7143,0.4286,0.086,1,4,19,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,155,32,,,,,,,,,,,,,,,1,2
Jon Tuck,MALE,2018-08-25,0,1,0,36.375,0.424,0.75,0.375,0.075,1,4,20,0,0,0,1,1,2,0,4,Orthodox,180.34,185.42,155,33,,,,,,,,,,,,,,,1,3
Jonathan Brookins,MALE,2010-12-04,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,145,25,,,,,,,,,,,,,,,0,0
Jonathan Brookins,MALE,2011-09-17,0,1,0,32.0,0.47,0.0,3.0,0.23,1,0,3,1,0,0,1,0,0,0,1,Southpaw,182.88,185.42,145,26,,,,,,,,,,,,,,,1,0
Jonathan Brookins,MALE,2012-02-15,1,0,0,27.5,0.425,0.0,2.0,0.14,1,1,6,1,0,0,1,0,0,0,1,Southpaw,182.88,185.42,145,26,,,,,,,,,,,,,,,1,0
Jonathan Brookins,MALE,2012-06-01,0,1,0,24.3333,0.497,0.0,1.6667,0.427,1,1,7,1,0,0,1,1,0,0,2,Southpaw,182.88,185.42,145,26,,,,,,,,,,,,,,,1,1
Jonathan Brookins,MALE,2012-12-15,1,0,0,25.0,0.463,0.25,1.5,0.445,1,2,9,1,0,0,1,1,0,0,2,Southpaw,182.88,185.42,145,27,,,,,,,,,,,,,,,1,1
Jonathan Goulet,MALE,2010-05-08,1,0,0,9.5,0.339,0.25,1.25,0.333,2,4,13,0,1,0,0,1,1,1,4,Orthodox,182.88,185.42,170,30,,,,,,,,,,,,,,,1,3
Jonathan Martinez,MALE,2018-10-27,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,32,,,,,,,,,,,,,,,0,0
Jonathan Martinez,MALE,2019-02-09,1,0,0,71.0,0.63,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,32,,,,,,,,,,,,,,,0,0
Jonathan Martinez,MALE,2019-07-13,0,1,0,3.67,0.47,0.0,0.51,0.28,1,1,6,0,0,0,1,0,0,0,1,Southpaw,172.72,177.8,135,25,,,,,,,,,,,,,,,1,0
Jonathan Martinez,MALE,2020-02-08,0,2,0,3.42,0.48,0.0,0.68,0.5,2,1,9,0,0,0,1,1,0,0,2,Southpaw,172.72,177.8,135,25,,,,,,,,,,,,,,,1,1
Jonathan Martinez,MALE,2020-08-01,1,0,0,3.67,0.47,0.0,0.51,0.28,2,2,12,0,0,0,1,1,0,0,2,Southpaw,172.72,177.8,135,26,,,,,,,,,,,,,,,1,1
Jonathan Martinez,MALE,2020-10-17,0,1,0,4.22,0.5,0.0,0.64,0.37,2,2,15,0,0,0,1,2,0,0,3,Southpaw,172.72,177.8,145,26,,,,,,,,,,,,,,,1,2
Jonathan Martinez,MALE,2021-03-13,0,2,0,4.27,0.46,0.0,0.48,0.37,2,2,18,0,0,0,2,2,0,0,4,Southpaw,172.72,177.8,135,26,,,,,,,,,,,,,,,2,2
Jonathan Martinez,MALE,2021-10-23,1,0,0,4.54,0.49,0.1,0.41,0.35,2,3,20,0,0,0,2,2,0,0,4,Southpaw,172.72,177.8,135,27,,,,,,,,,,,,,,,2,2
Jonathan Martinez,MALE,2022-02-26,0,1,0,4.54,0.49,0.1,0.41,0.35,2,3,23,0,0,0,3,2,0,0,5,Southpaw,172.72,177.8,135,27,,,,,,,,,,,,,,,3,2
Jonathan Martinez,MALE,2022-05-21,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,Southpaw,172.72,177.8,135,28,,,,,,,,,,,,,,,4,2
Jonathan Martinez,MALE,2022-10-15,0,3,0,4.54,0.49,0.1,0.41,0.35,3,3,29,0,0,0,5,2,0,0,7,Southpaw,172.72,177.8,135,28,,,,,,,,,,,,,,,5,2
Jonathan Martinez,MALE,2023-03-11,0,4,0,4.54,0.49,0.1,0.41,0.35,4,3,31,0,0,0,5,3,0,0,8,Southpaw,172.72,177.8,135,28,,,,,,,,,,,,,,,5,3
Jonathan Martinez,MALE,2023-10-14,0,5,0,4.54,0.49,0.1,0.41,0.35,5,3,34,0,0,0,6,3,0,0,9,Southpaw,172.72,177.8,135,29,13.0,,,,,,,,,,,13.0,,,6,3
Jonathan Martinez,MALE,2024-05-04,0,6,0,4.54,0.49,0.1,0.41,0.35,6,3,36,0,0,0,6,4,0,0,10,Southpaw,172.72,177.8,135,30,12.0,,,,,,,,,,,12.0,,,6,4
Jonathan Martinez,MALE,2024-11-16,1,0,0,4.44,0.49,0.1,0.38,0.35,6,4,39,0,0,0,6,4,0,0,10,Southpaw,172.72,177.8,135,30,13.0,,,,,,,,,,,13.0,,,6,4
Jonathan Meunier,MALE,2016-06-18,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,190.5,190.5,170,28,,,,,,,,,,,,,,,0,0
Jonathan Meunier,MALE,2016-11-26,1,0,0,16.0,0.69,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Switch,190.5,190.5,170,29,,,,,,,,,,,,,,,0,0
Jonathan Pearce,MALE,2019-10-18,0,0,0,11.21,0.57,0.0,4.48,0.5,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,180.34,155,27,,,,,,,,,,,,,,,0,0
Jonathan Pearce,MALE,2020-11-28,1,0,0,11.21,0.57,0.0,4.48,0.5,1,1,4,0,0,0,0,1,0,0,1,Switch,182.88,180.34,145,28,,,,,,,,,,,,,,,0,1
Jonathan Pearce,MALE,2021-09-25,0,1,0,6.79,0.53,1.0,7.17,0.57,1,1,6,0,0,0,0,2,0,0,2,Switch,182.88,180.34,145,29,,,,,,,,,,,,,,,0,2
Jonathan Pearce,MALE,2022-02-19,0,2,0,5.32,0.54,0.8,5.24,0.5,2,1,8,0,0,0,0,2,1,0,3,Switch,182.88,180.34,145,29,,,,,,,,,,,,,,,0,3
Jonathan Pearce,MALE,2022-07-23,0,3,0,5.32,0.54,0.8,5.24,0.5,3,1,11,0,0,0,1,2,1,0,4,Switch,182.88,180.34,145,30,,,,,,,,,,,,,,,1,3
Jonathan Pearce,MALE,2022-12-03,0,4,0,5.32,0.54,0.8,5.24,0.5,4,1,13,0,0,0,1,3,1,0,5,Switch,182.88,180.34,145,30,,,,,,,,,,,,,,,1,4
Jonathan Pearce,MALE,2023-11-18,0,5,0,5.32,0.54,0.8,5.24,0.5,5,1,16,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145,31,,,,,,,,,,,,,,,2,4
Jonathan Pearce,MALE,2024-04-27,1,0,0,5.12,0.54,0.8,5.02,0.5,5,2,18,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145,31,,,,,,,,,,,,,,,2,4
Jonathan Pearce,MALE,2024-10-12,2,0,0,5.12,0.54,0.8,5.02,0.5,5,3,21,0,0,0,2,3,1,0,6,Switch,182.88,180.34,145,32,,,,,,,,,,,,,,,2,4
Jonathan Wilson,MALE,2015-08-08,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,28,,,,,,,,,,,,,,,0,0
Jonathan Wilson,MALE,2016-06-04,0,1,0,4.0,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,28,,,,,,,,,,,,,,,0,1
Jonathan Wilson,MALE,2016-10-01,1,0,0,35.0,0.59,0.0,0.5,0.5,1,1,3,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,29,,,,,,,,,,,,,,,0,1
Jonathan Wilson,MALE,2017-10-21,2,0,0,33.3333,0.52,0.0,0.3333,0.333,1,2,6,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,30,,,,,,,,,,,,,,,0,1
Jonavin Webb,MALE,2015-05-09,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,26,,,,,,,,,,,,,,,0,0
Jonavin Webb,MALE,2016-02-21,1,0,0,23.0,0.34,2.0,2.0,0.25,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170,26,,,,,,,,,,,,,,,0,0
Jonny Parsons,MALE,2023-07-22,0,1,0,4.65,0.44,0.0,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,170,31,,,,,,,,,,,,,,,1,0
Jordan Espinosa,MALE,2019-03-23,0,0,0,,0.58,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,180.34,125,29,,,,,,,,,,,,,,,0,0
Jordan Espinosa,MALE,2019-08-03,0,1,0,4.25,0.55,0.4,0.85,0.2,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,29,8.0,,,,,,,,,,,,8.0,,1,0
Jordan Espinosa,MALE,2020-01-25,1,0,0,,0.58,0.5,0.92,0.2,1,1,4,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,30,11.0,,,,,,,,,,,,11.0,,1,0
Jordan Espinosa,MALE,2020-06-13,2,0,0,4.25,0.55,0.4,0.85,0.2,1,2,0,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,30,,,,,,,,,,,,,13.0,,1,0
Jordan Espinosa,MALE,2020-09-19,0,1,0,5.49,0.6,0.3,1.19,0.3,1,2,8,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,125,30,13.0,,,,,,,,,,,,13.0,,2,0
Jordan Espinosa,MALE,2021-03-06,1,0,0,4.22,0.52,0.2,0.75,0.28,3,3,15,0,0,0,2,1,1,0,4,Orthodox,167.64,175.26,125,31,,,,,,,,,,,,,,,2,2
Jordan Griffin,MALE,2018-12-15,0,0,0,,0.46,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,145,28,,,,,,,,,,,,,,,0,0
Jordan Griffin,MALE,2019-09-14,1,0,0,3.15,0.46,1.8,0.44,0.25,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,29,,,,,,,,,,,,,,,0,0
Jordan Griffin,MALE,2020-02-29,2,0,0,3.15,0.46,1.8,0.44,0.25,0,2,6,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,30,,,,,,,,,,,,,,,0,0
Jordan Griffin,MALE,2020-06-27,0,1,0,2.87,0.48,2.5,0.35,0.2,1,2,8,0,0,0,0,0,1,0,1,Southpaw,177.8,185.42,145,30,,,,,,,,,,,,,,,0,1
Jordan Griffin,MALE,2021-04-10,1,0,0,2.52,0.46,1.9,1.45,0.35,1,3,12,0,0,0,0,0,2,0,2,Southpaw,177.8,185.42,145,31,,,,,,,,,,,,,,,0,2
Jordan Johnson,MALE,2017-01-28,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,200.66,205,28,,,,,,,,,,,,,,,0,0
Jordan Johnson,MALE,2017-07-07,0,1,0,39.0,0.58,2.0,4.0,0.8,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,200.66,205,28,,,,,,,,,,,,,,,1,0
Jordan Johnson,MALE,2018-03-03,0,2,0,40.5,0.44,1.0,3.0,0.565,2,0,6,0,0,0,2,0,0,0,2,Orthodox,187.96,200.66,205,29,,,,,,,,,,,,,,,2,0
Jordan Johnson,MALE,2018-09-15,0,3,0,46.6667,0.477,0.6667,2.6667,0.437,3,0,9,0,0,1,2,0,0,0,3,Orthodox,187.96,200.66,205,29,,,,,,,,,,,,,,,3,0
Jordan Leavitt,MALE,2020-12-05,0,1,0,0.94,0.5,3.5,3.53,1.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,175.26,180.34,155,25,,,,,,,,,,,,,,,0,1
Jordan Leavitt,MALE,2021-06-05,0,2,0,1.33,0.6,0.8,3.06,0.4,2,0,2,0,0,0,0,1,1,0,2,Southpaw,175.26,180.34,155,26,,,,,,,,,,,,,,,0,2
Jordan Leavitt,MALE,2021-12-18,1,0,0,2.55,0.61,1.1,2.19,0.25,2,1,5,0,0,0,0,1,1,0,2,Southpaw,175.26,180.34,155,26,,,,,,,,,,,,,,,0,2
Jordan Leavitt,MALE,2022-04-16,0,1,0,2.55,0.61,1.1,2.19,0.25,2,1,7,0,0,0,0,1,2,0,3,Southpaw,175.26,180.34,155,26,,,,,,,,,,,,,,,0,3
Jordan Leavitt,MALE,2022-07-23,0,2,0,2.55,0.61,1.1,2.19,0.25,2,1,10,0,0,1,0,1,2,0,4,Southpaw,175.26,180.34,155,27,,,,,,,,,,,,,,,1,3
Jordan Leavitt,MALE,2023-02-25,1,0,0,2.55,0.61,1.1,2.19,0.25,2,2,12,0,0,1,0,1,2,0,4,Southpaw,175.26,180.34,155,27,,,,,,,,,,,,,,,1,3
Jordan Leavitt,MALE,2023-11-18,0,1,0,2.55,0.61,1.1,2.19,0.25,2,2,13,0,0,1,0,2,2,0,5,Southpaw,175.26,180.34,155,28,,,,,,,,,,,,,,,1,4
Jordan Mein,MALE,2013-03-16,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,23,,,,,,,,,,,,,,,0,0
Jordan Mein,MALE,2013-04-20,0,1,0,29.0,0.54,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,170,23,,,,,,,,,,,,,,,0,1
Jordan Mein,MALE,2014-04-19,1,0,0,26.5,0.475,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,170,24,,,,,,,,,,,,,,,0,1
Jordan Mein,MALE,2014-08-23,0,1,0,33.0,0.497,0.0,1.3333,0.333,1,1,6,0,0,1,0,1,0,0,2,Orthodox,182.88,185.42,170,24,,,,,,,,,,,,,,,1,1
Jordan Mein,MALE,2015-01-31,0,2,0,27.25,0.538,0.0,1.0,0.25,2,1,7,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,25,13.0,,,,,,,,13.0,,,,,,1,2
Jordan Mein,MALE,2016-12-10,1,0,0,29.2,0.506,0.0,0.8,0.2,2,2,9,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,27,,,,,,,,,,,,,,,1,2
Jordan Mein,MALE,2017-07-08,2,0,0,30.0,0.513,0.0,1.1667,0.267,2,3,12,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,27,,,,,,,,,,,,,,,1,2
Jordan Mein,MALE,2017-12-16,3,0,0,30.8571,0.524,0.1429,1.1429,0.251,2,4,15,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,28,,,,,,,,,,,,,,,1,2
Jordan Mein,MALE,2018-07-28,0,1,0,33.375,0.509,0.25,1.375,0.314,2,4,18,0,0,1,1,2,0,0,4,Orthodox,182.88,185.42,170,28,,,,,,,,,,,,,,,2,2
Jordan Rinaldi,MALE,2016-05-29,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,28,,,,,,,,,,,,,,,0,0
Jordan Rinaldi,MALE,2017-08-05,1,0,0,18.0,0.31,1.0,2.0,0.28,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,145,29,,,,,,,,,,,,,,,0,0
Jordan Rinaldi,MALE,2018-01-27,0,1,0,12.0,0.405,1.0,1.0,0.14,1,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,145,30,,,,,,,,,,,,,,,0,1
Jordan Rinaldi,MALE,2018-11-03,1,0,0,10.3333,0.413,0.6667,0.6667,0.093,1,2,5,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,145,31,,,,,,,,,,,,,,,0,1
Jordan Rinaldi,MALE,2019-03-16,0,1,0,12.75,0.435,1.0,1.25,0.258,1,2,8,0,0,0,1,0,1,0,2,Orthodox,177.8,182.88,145,31,,,,,,,,,,,,,,,1,1
Jordan Vucenic,MALE,2024-08-03,0,0,0,2.27,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,28,,,,,,,,,,,,,,,0,0
Jordan Williams,MALE,2020-10-03,0,0,0,8.05,0.55,0.0,1.45,1.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,190.5,185,29,,,,,,,,,,,,,,,0,0
Jordan Williams,MALE,2021-07-24,1,0,0,5.97,0.5,0.0,1.23,0.57,1,2,10,0,0,0,0,1,0,0,1,Southpaw,185.42,190.5,185,30,,,,,,,,,,,,,,,0,1
Jordan Williams,MALE,2021-11-06,2,0,0,5.83,0.5,0.0,1.11,0.5,1,3,11,0,0,0,0,1,0,0,1,Southpaw,185.42,190.5,185,31,,,,,,,,,,,,,,,0,1
Jordan Wright,MALE,2020-08-22,0,0,0,3.0,0.28,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,205,28,,,,,,,,,,,,,,,0,0
Jordan Wright,MALE,2020-11-21,0,1,0,7.79,0.77,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,205,29,,,,,,,,,,,,,,,0,1
Jordan Wright,MALE,2021-05-15,1,0,0,7.13,0.6,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,205,29,,,,,,,,,,,,,,,0,1
Jordan Wright,MALE,2021-12-11,0,1,0,4.1,0.56,0.4,2.09,0.45,1,1,5,0,0,0,0,2,0,0,2,Orthodox,187.96,195.58,205,30,,,,,,,,,,,,,,,0,2
Jordan Wright,MALE,2022-04-23,1,0,0,4.1,0.56,0.4,2.09,0.45,1,2,6,0,0,0,0,2,0,0,2,Orthodox,187.96,195.58,205,30,,,,,,,,,,,,,,,0,2
Jordan Wright,MALE,2022-10-15,2,0,0,4.1,0.56,0.4,2.09,0.45,1,3,7,0,0,0,0,2,0,0,2,Orthodox,187.96,195.58,205,31,,,,,,,,,,,,,,,0,2
Jordan Wright,MALE,2023-02-18,3,0,0,4.1,0.56,0.4,2.09,0.45,1,4,9,0,0,0,0,2,0,0,2,Orthodox,187.96,195.58,205,31,,,,,,,,,,,,,,,0,2
Jorge Lopez,MALE,2011-09-17,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,183.0,170,22,,,,,,,,,,,,,,,0,0
